At. num,Sp. Name,Ion Charge,El. Name,Binding Energy (a) (eV),Uncertainty (b) (eV)
"64","Gd XXXII","+31","Gadolinium","292500","140"
"64","Gd XXXIII","+32","Gadolinium","291280","120"
"64","Gd XXXIV","+33","Gadolinium","289950","120"
"64","Gd XXXV","+34","Gadolinium","288590","120"
"64","Gd XXXVI","+35","Gadolinium","287100","110"
"64","Gd XXXVII","+36","Gadolinium","285570","110"
"64","Gd XXXVIII","+37","Gadolinium","282940","110"
"64","Gd XXXIX","+38","Gadolinium","280230","110"
"64","Gd XL","+39","Gadolinium","277400","100"
"64","Gd XLI","+40","Gadolinium","274460","100"
"64","Gd XLII","+41","Gadolinium","271410","100"
"64","Gd XLIII","+42","Gadolinium","268250","90"
"64","Gd XLIV","+43","Gadolinium","264940","90"
"64","Gd XLV","+44","Gadolinium","261520","90"
"64","Gd XLVI","+45","Gadolinium","257970","70"
"64","Gd XLVII","+46","Gadolinium","254300","70"
"64","Gd XLVIII","+47","Gadolinium","250320","70"
"64","Gd XLIX","+48","Gadolinium","246250","70"
"64","Gd L","+49","Gadolinium","242050","60"
"64","Gd LI","+50","Gadolinium","237760","60"
"64","Gd LII","+51","Gadolinium","233190","60"
"64","Gd LIII","+52","Gadolinium","228490","50"
"64","Gd LIV","+53","Gadolinium","223580","50"
"64","Gd LV","+54","Gadolinium","218560","50"
"64","Gd LVI","+55","Gadolinium","207280","40"
"64","Gd LVII","+56","Gadolinium","195730","40"
"64","Gd LVIII","+57","Gadolinium","183870","30"
"64","Gd LIX","+58","Gadolinium","171721","24"
"64","Gd LX","+59","Gadolinium","158539","17"
"64","Gd LXI","+60","Gadolinium","145017","10"
"64","Gd LXII","+61","Gadolinium","131074.02","0.14"
"64","Gd LXIII","+62","Gadolinium","116849.45","0.10"
"64","Gd LXIV","+63","Gadolinium","59065.54","0.05"
"65","Tb I","0","Terbium","318330","240"
"65","Tb II","+1","Terbium","318330","240"
"65","Tb III","+2","Terbium","318320","240"
"65","Tb IV","+3","Terbium","318290","240"
"65","Tb V","+4","Terbium","318260","240"
"65","Tb VI","+5","Terbium","318190","240"
"65","Tb VII","+6","Terbium","318090","240"
"65","Tb VIII","+7","Terbium","317990","240"
"65","Tb IX","+8","Terbium","317870","220"
"65","Tb X","+9","Terbium","317720","220"
"65","Tb XI","+10","Terbium","317560","220"
"65","Tb XII","+11","Terbium","317370","210"
"65","Tb XIII","+12","Terbium","317150","210"
"65","Tb XIV","+13","Terbium","316900","210"
"65","Tb XV","+14","Terbium","316630","200"
"65","Tb XVI","+15","Terbium","316330","200"
"65","Tb XVII","+16","Terbium","316010","190"
"65","Tb XVIII","+17","Terbium","315650","190"
"65","Tb XIX","+18","Terbium","315250","190"
"65","Tb XX","+19","Terbium","314830","190"
"65","Tb XXI","+20","Terbium","314230","190"
"65","Tb XXII","+21","Terbium","313570","190"
"65","Tb XXIII","+22","Terbium","312870","170"
"65","Tb XXIV","+23","Terbium","312140","170"
"65","Tb XXV","+24","Terbium","311370","170"
"65","Tb XXVI","+25","Terbium","310560","160"
"65","Tb XXVII","+26","Terbium","309690","160"
"65","Tb XXVIII","+27","Terbium","308780","160"
"65","Tb XXIX","+28","Terbium","307830","160"
"65","Tb XXX","+29","Terbium","306840","150"
"65","Tb XXXI","+30","Terbium","305670","150"
"65","Tb XXXII","+31","Terbium","304460","150"
"65","Tb XXXIII","+32","Terbium","303200","140"
"65","Tb XXXIV","+33","Terbium","301900","140"
"65","Tb XXXV","+34","Terbium","300510","140"
"65","Tb XXXVI","+35","Terbium","299060","120"
"65","Tb XXXVII","+36","Terbium","297510","120"
"65","Tb XXXVIII","+37","Terbium","295900","120"
"65","Tb XXXIX","+38","Terbium","293150","120"
"65","Tb XL","+39","Terbium","290300","110"
"65","Tb XLI","+40","Terbium","287330","110"
"65","Tb XLII","+41","Terbium","284260","110"
"65","Tb XLIII","+42","Terbium","281070","100"
"65","Tb XLIV","+43","Terbium","277760","100"
"65","Tb XLV","+44","Terbium","274320","100"
"65","Tb XLVI","+45","Terbium","270730","90"
"65","Tb XLVII","+46","Terbium","267040","90"
"65","Tb XLVIII","+47","Terbium","263230","90"
"65","Tb XLIX","+48","Terbium","259090","90"
"65","Tb L","+49","Terbium","254850","70"
"65","Tb LI","+50","Terbium","250490","70"
"65","Tb LII","+51","Terbium","246030","70"
"65","Tb LIII","+52","Terbium","241270","60"
"65","Tb LIV","+53","Terbium","236390","60"
"65","Tb LV","+54","Terbium","231290","60"
"65","Tb LVI","+55","Terbium","226070","50"
"65","Tb LVII","+56","Terbium","214390","50"
"65","Tb LVIII","+57","Terbium","202440","40"
"65","Tb LIX","+58","Terbium","190170","40"
"65","Tb LX","+59","Terbium","177610","30"
"65","Tb LXI","+60","Terbium","163949","22"
"65","Tb LXII","+61","Terbium","149946","12"
"65","Tb LXIII","+62","Terbium","135512.2","0.6"
"65","Tb LXIV","+63","Terbium","120791.2","0.6"
"65","Tb LXV","+64","Terbium","61050.1","0.6"
"66","Dy I","0","Dysprosium","330600","300"
"66","Dy II","+1","Dysprosium","330600","300"
"66","Dy III","+2","Dysprosium","330500","300"
"66","Dy IV","+3","Dysprosium","330500","300"
"66","Dy V","+4","Dysprosium","330500","300"
"66","Dy VI","+5","Dysprosium","330400","300"
"66","Dy VII","+6","Dysprosium","330300","300"
"66","Dy VIII","+7","Dysprosium","330200","300"
"66","Dy IX","+8","Dysprosium","330080","250"
"66","Dy X","+9","Dysprosium","329930","250"
"66","Dy XI","+10","Dysprosium","329760","250"
"66","Dy XII","+11","Dysprosium","329570","240"
"66","Dy XIII","+12","Dysprosium","329350","240"
"66","Dy XIV","+13","Dysprosium","329090","220"
"66","Dy XV","+14","Dysprosium","328810","220"
"66","Dy XVI","+15","Dysprosium","328510","210"
"66","Dy XVII","+16","Dysprosium","328170","210"
"66","Dy XVIII","+17","Dysprosium","327810","210"
"66","Dy XIX","+18","Dysprosium","327420","200"
"66","Dy XX","+19","Dysprosium","326980","200"
"66","Dy XXI","+20","Dysprosium","326510","200"
"66","Dy XXII","+21","Dysprosium","325860","200"
"66","Dy XXIII","+22","Dysprosium","325150","200"
"66","Dy XXIV","+23","Dysprosium","324400","190"
"66","Dy XXV","+24","Dysprosium","323620","190"
"66","Dy XXVI","+25","Dysprosium","322790","190"
"66","Dy XXVII","+26","Dysprosium","321920","170"
"66","Dy XXVIII","+27","Dysprosium","321000","170"
"66","Dy XXIX","+28","Dysprosium","320030","170"
"66","Dy XXX","+29","Dysprosium","319010","170"
"66","Dy XXXI","+30","Dysprosium","317960","160"
"66","Dy XXXII","+31","Dysprosium","316720","160"
"66","Dy XXXIII","+32","Dysprosium","315450","160"
"66","Dy XXXIV","+33","Dysprosium","314130","150"
"66","Dy XXXV","+34","Dysprosium","312750","150"
"66","Dy XXXVI","+35","Dysprosium","311290","150"
"66","Dy XXXVII","+36","Dysprosium","309760","140"
"66","Dy XXXVIII","+37","Dysprosium","308130","140"
"66","Dy XXXIX","+38","Dysprosium","306440","140"
"66","Dy XL","+39","Dysprosium","303550","120"
"66","Dy XLI","+40","Dysprosium","300560","120"
"66","Dy XLII","+41","Dysprosium","297460","120"
"66","Dy XLIII","+42","Dysprosium","294250","120"
"66","Dy XLIV","+43","Dysprosium","290920","110"
"66","Dy XLV","+44","Dysprosium","287470","110"
"66","Dy XLVI","+45","Dysprosium","283860","110"
"66","Dy XLVII","+46","Dysprosium","280140","100"
"66","Dy XLVIII","+47","Dysprosium","276290","100"
"66","Dy XLIX","+48","Dysprosium","272320","100"
"66","Dy L","+49","Dysprosium","268020","90"
"66","Dy LI","+50","Dysprosium","263620","90"
"66","Dy LII","+51","Dysprosium","259090","90"
"66","Dy LIII","+52","Dysprosium","254450","90"
"66","Dy LIV","+53","Dysprosium","249520","70"
"66","Dy LV","+54","Dysprosium","244450","70"
"66","Dy LVI","+55","Dysprosium","239150","60"
"66","Dy LVII","+56","Dysprosium","233740","60"
"66","Dy LVIII","+57","Dysprosium","221660","60"
"66","Dy LIX","+58","Dysprosium","209290","50"
"66","Dy LX","+59","Dysprosium","196600","50"
"66","Dy LXI","+60","Dysprosium","183610","40"
"66","Dy LXII","+61","Dysprosium","169470","30"
"66","Dy LXIII","+62","Dysprosium","154974","15"
"66","Dy LXIV","+63","Dysprosium","140037.91","0.17"
"66","Dy LXV","+64","Dysprosium","124809.85","0.14"
"66","Dy LXVI","+65","Dysprosium","63073.23","0.10"
"67","Ho I","0","Holmium","343100","300"
"67","Ho II","+1","Holmium","343100","300"
"67","Ho III","+2","Holmium","343100","300"
"67","Ho IV","+3","Holmium","343000","300"
"67","Ho V","+4","Holmium","343000","300"
"67","Ho VI","+5","Holmium","342900","300"
"67","Ho VII","+6","Holmium","342800","300"
"67","Ho VIII","+7","Holmium","342700","300"
"67","Ho IX","+8","Holmium","342600","300"
"67","Ho X","+9","Holmium","342400","300"
"67","Ho XI","+10","Holmium","342300","300"
"67","Ho XII","+11","Holmium","342100","300"
"67","Ho XIII","+12","Holmium","341800","300"
"67","Ho XIV","+13","Holmium","341580","250"
"67","Ho XV","+14","Holmium","341290","250"
"67","Ho XVI","+15","Holmium","340980","240"
"67","Ho XVII","+16","Holmium","340650","240"
"67","Ho XVIII","+17","Holmium","340270","220"
"67","Ho XIX","+18","Holmium","339870","220"
"67","Ho XX","+19","Holmium","339420","220"
"67","Ho XXI","+20","Holmium","338950","210"
"67","Ho XXII","+21","Holmium","338440","210"
"67","Ho XXIII","+22","Holmium","337720","210"
"67","Ho XXIV","+23","Holmium","336960","210"
"67","Ho XXV","+24","Holmium","336170","210"
"67","Ho XXVI","+25","Holmium","335330","200"
"67","Ho XXVII","+26","Holmium","334450","200"
"67","Ho XXVIII","+27","Holmium","333520","200"
"67","Ho XXIX","+28","Holmium","332540","190"
"67","Ho XXX","+29","Holmium","331510","190"
"67","Ho XXXI","+30","Holmium","330430","190"
"67","Ho XXXII","+31","Holmium","329300","170"
"67","Ho XXXIII","+32","Holmium","328000","170"
"67","Ho XXXIV","+33","Holmium","326660","170"
"67","Ho XXXV","+34","Holmium","325260","160"
"67","Ho XXXVI","+35","Holmium","323820","160"
"67","Ho XXXVII","+36","Holmium","322270","160"
"67","Ho XXXVIII","+37","Holmium","320670","150"
"67","Ho XXXIX","+38","Holmium","318960","150"
"67","Ho XL","+39","Holmium","317190","150"
"67","Ho XLI","+40","Holmium","314160","150"
"67","Ho XLII","+41","Holmium","311040","140"
"67","Ho XLIII","+42","Holmium","307800","140"
"67","Ho XLIV","+43","Holmium","304440","140"
"67","Ho XLV","+44","Holmium","300970","120"
"67","Ho XLVI","+45","Holmium","297380","120"
"67","Ho XLVII","+46","Holmium","293620","120"
"67","Ho XLVIII","+47","Holmium","289740","120"
"67","Ho XLIX","+48","Holmium","285720","110"
"67","Ho L","+49","Holmium","281590","110"
"67","Ho LI","+50","Holmium","277130","110"
"67","Ho LII","+51","Holmium","272550","100"
"67","Ho LIII","+52","Holmium","267860","100"
"67","Ho LIV","+53","Holmium","263060","100"
"67","Ho LV","+54","Holmium","257920","90"
"67","Ho LVI","+55","Holmium","252670","90"
"67","Ho LVII","+56","Holmium","247170","90"
"67","Ho LVIII","+57","Holmium","241560","70"
"67","Ho LIX","+58","Holmium","229060","70"
"67","Ho LX","+59","Holmium","216280","60"
"67","Ho LXI","+60","Holmium","203160","60"
"67","Ho LXII","+61","Holmium","189750","50"
"67","Ho LXIII","+62","Holmium","175100","40"
"67","Ho LXIV","+63","Holmium","160103","19"
"67","Ho LXV","+64","Holmium","144655.33","0.22"
"67","Ho LXVI","+65","Holmium","128909.56","0.20"
"67","Ho LXVII","+66","Holmium","65137.13","0.16"
"68","Er I","0","Erbium","355800","400"
"68","Er II","+1","Erbium","355800","400"
"68","Er III","+2","Erbium","355800","400"
"68","Er IV","+3","Erbium","355800","400"
"68","Er V","+4","Erbium","355800","400"
"68","Er VI","+5","Erbium","355700","400"
"68","Er VII","+6","Erbium","355700","400"
"68","Er VIII","+7","Erbium","355600","400"
"68","Er IX","+8","Erbium","355500","400"
"68","Er X","+9","Erbium","355200","400"
"68","Er XI","+10","Erbium","355100","300"
"68","Er XII","+11","Erbium","354900","300"
"68","Er XIII","+12","Erbium","354600","300"
"68","Er XIV","+13","Erbium","354400","300"
"68","Er XV","+14","Erbium","354100","300"
"68","Er XVI","+15","Erbium","353800","300"
"68","Er XVII","+16","Erbium","353400","300"
"68","Er XVIII","+17","Erbium","353050","250"
"68","Er XIX","+18","Erbium","352620","250"
"68","Er XX","+19","Erbium","352180","240"
"68","Er XXI","+20","Erbium","351690","240"
"68","Er XXII","+21","Erbium","351170","240"
"68","Er XXIII","+22","Erbium","350610","240"
"68","Er XXIV","+23","Erbium","349850","240"
"68","Er XXV","+24","Erbium","349040","220"
"68","Er XXVI","+25","Erbium","348180","220"
"68","Er XXVII","+26","Erbium","347280","220"
"68","Er XXVIII","+27","Erbium","346340","220"
"68","Er XXIX","+28","Erbium","345350","210"
"68","Er XXX","+29","Erbium","344300","210"
"68","Er XXXI","+30","Erbium","343210","210"
"68","Er XXXII","+31","Erbium","342070","200"
"68","Er XXXIII","+32","Erbium","340880","200"
"68","Er XXXIV","+33","Erbium","339510","200"
"68","Er XXXV","+34","Erbium","338090","190"
"68","Er XXXVI","+35","Erbium","336630","190"
"68","Er XXXVII","+36","Erbium","335120","190"
"68","Er XXXVIII","+37","Erbium","333490","170"
"68","Er XXXIX","+38","Erbium","331810","170"
"68","Er XL","+39","Erbium","330010","170"
"68","Er XLI","+40","Erbium","328150","170"
"68","Er XLII","+41","Erbium","324990","160"
"68","Er XLIII","+42","Erbium","321730","160"
"68","Er XLIV","+43","Erbium","318340","160"
"68","Er XLV","+44","Erbium","314850","150"
"68","Er XLVI","+45","Erbium","311210","150"
"68","Er XLVII","+46","Erbium","307470","150"
"68","Er XLVIII","+47","Erbium","303560","140"
"68","Er XLIX","+48","Erbium","299520","140"
"68","Er L","+49","Erbium","295360","140"
"68","Er LI","+50","Erbium","291050","140"
"68","Er LII","+51","Erbium","286420","120"
"68","Er LIII","+52","Erbium","281670","120"
"68","Er LIV","+53","Erbium","276810","120"
"68","Er LV","+54","Erbium","271820","110"
"68","Er LVI","+55","Erbium","266490","110"
"68","Er LVII","+56","Erbium","261040","100"
"68","Er LVIII","+57","Erbium","255350","100"
"68","Er LIX","+58","Erbium","249530","100"
"68","Er LX","+59","Erbium","236610","90"
"68","Er LXI","+60","Erbium","223390","70"
"68","Er LXII","+61","Erbium","209840","70"
"68","Er LXIII","+62","Erbium","195990","60"
"68","Er LXIV","+63","Erbium","180840","40"
"68","Er LXV","+64","Erbium","165335","24"
"68","Er LXVI","+65","Erbium","149364.28","0.19"
"68","Er LXVII","+66","Erbium","133089.72","0.14"
"68","Er LXVIII","+67","Erbium","67241.48","0.07"
"69","Tm I","0","Thulium","369000","400"
"69","Tm II","+1","Thulium","369000","400"
"69","Tm III","+2","Thulium","369000","400"
"69","Tm IV","+3","Thulium","369000","400"
"69","Tm V","+4","Thulium","369000","400"
"69","Tm VI","+5","Thulium","368900","400"
"69","Tm VII","+6","Thulium","368700","400"
"69","Tm VIII","+7","Thulium","368600","400"
"69","Tm IX","+8","Thulium","368500","400"
"69","Tm X","+9","Thulium","368400","400"
"69","Tm XI","+10","Thulium","368200","400"
"69","Tm XII","+11","Thulium","368000","400"
"69","Tm XIII","+12","Thulium","367700","400"
"69","Tm XIV","+13","Thulium","367500","400"
"69","Tm XV","+14","Thulium","367100","400"
"69","Tm XVI","+15","Thulium","366900","300"
"69","Tm XVII","+16","Thulium","366500","300"
"69","Tm XVIII","+17","Thulium","366100","300"
"69","Tm XIX","+18","Thulium","365700","300"
"69","Tm XX","+19","Thulium","365200","300"
"69","Tm XXI","+20","Thulium","364700","300"
"69","Tm XXII","+21","Thulium","364200","300"
"69","Tm XXIII","+22","Thulium","363600","300"
"69","Tm XXIV","+23","Thulium","363000","300"
"69","Tm XXV","+24","Thulium","362200","300"
"69","Tm XXVI","+25","Thulium","361340","250"
"69","Tm XXVII","+26","Thulium","360430","250"
"69","Tm XXVIII","+27","Thulium","359480","250"
"69","Tm XXIX","+28","Thulium","358480","240"
"69","Tm XXX","+29","Thulium","357420","240"
"69","Tm XXXI","+30","Thulium","356320","240"
"69","Tm XXXII","+31","Thulium","355150","240"
"69","Tm XXXIII","+32","Thulium","353950","220"
"69","Tm XXXIV","+33","Thulium","352700","220"
"69","Tm XXXV","+34","Thulium","351250","220"
"69","Tm XXXVI","+35","Thulium","349760","210"
"69","Tm XXXVII","+36","Thulium","348220","210"
"69","Tm XXXVIII","+37","Thulium","346620","200"
"69","Tm XXXIX","+38","Thulium","344920","200"
"69","Tm XL","+39","Thulium","343160","200"
"69","Tm XLI","+40","Thulium","341270","190"
"69","Tm XLII","+41","Thulium","339330","190"
"69","Tm XLIII","+42","Thulium","336030","190"
"69","Tm XLIV","+43","Thulium","332620","190"
"69","Tm XLV","+44","Thulium","329090","190"
"69","Tm XLVI","+45","Thulium","325430","170"
"69","Tm XLVII","+46","Thulium","321660","170"
"69","Tm XLVIII","+47","Thulium","317770","170"
"69","Tm XLIX","+48","Thulium","313690","160"
"69","Tm L","+49","Thulium","309490","160"
"69","Tm LI","+50","Thulium","305160","160"
"69","Tm LII","+51","Thulium","300700","150"
"69","Tm LIII","+52","Thulium","295890","150"
"69","Tm LIV","+53","Thulium","290970","150"
"69","Tm LV","+54","Thulium","285920","140"
"69","Tm LVI","+55","Thulium","280760","140"
"69","Tm LVII","+56","Thulium","275230","140"
"69","Tm LVIII","+57","Thulium","269580","120"
"69","Tm LIX","+58","Thulium","263680","120"
"69","Tm LX","+59","Thulium","257650","110"
"69","Tm LXI","+60","Thulium","244310","110"
"69","Tm LXII","+61","Thulium","230660","100"
"69","Tm LXIII","+62","Thulium","216670","90"
"69","Tm LXIV","+63","Thulium","202370","70"
"69","Tm LXV","+64","Thulium","186710","50"
"69","Tm LXVI","+65","Thulium","170670","30"
"69","Tm LXVII","+66","Thulium","154167.04","0.20"
"69","Tm LXVIII","+67","Thulium","137352.70","0.15"
"69","Tm LXIX","+68","Thulium","69387.45","0.09"
"70","Yb I","0","Ytterbium","382500","400"
"70","Yb II","+1","Ytterbium","382500","400"
"70","Yb III","+2","Ytterbium","382500","400"
"70","Yb IV","+3","Ytterbium","382400","400"
"70","Yb V","+4","Ytterbium","382400","400"
"70","Yb VI","+5","Ytterbium","382400","400"
"70","Yb VII","+6","Ytterbium","382200","400"
"70","Yb VIII","+7","Ytterbium","382100","400"
"70","Yb IX","+8","Ytterbium","382000","400"
"70","Yb X","+9","Ytterbium","381700","400"
"70","Yb XI","+10","Ytterbium","381600","400"
"70","Yb XII","+11","Ytterbium","381400","400"
"70","Yb XIII","+12","Ytterbium","381100","400"
"70","Yb XIV","+13","Ytterbium","380900","400"
"70","Yb XV","+14","Ytterbium","380600","400"
"70","Yb XVI","+15","Ytterbium","380300","400"
"70","Yb XVII","+16","Ytterbium","379900","400"
"70","Yb XVIII","+17","Ytterbium","379500","400"
"70","Yb XIX","+18","Ytterbium","379000","400"
"70","Yb XX","+19","Ytterbium","378600","400"
"70","Yb XXI","+20","Ytterbium","378100","300"
"70","Yb XXII","+21","Ytterbium","377600","300"
"70","Yb XXIII","+22","Ytterbium","377000","300"
"70","Yb XXIV","+23","Ytterbium","376400","300"
"70","Yb XXV","+24","Ytterbium","375700","300"
"70","Yb XXVI","+25","Ytterbium","374800","300"
"70","Yb XXVII","+26","Ytterbium","373900","300"
"70","Yb XXVIII","+27","Ytterbium","372900","300"
"70","Yb XXIX","+28","Ytterbium","371900","300"
"70","Yb XXX","+29","Ytterbium","370800","300"
"70","Yb XXXI","+30","Ytterbium","369700","300"
"70","Yb XXXII","+31","Ytterbium","368600","300"
"70","Yb XXXIII","+32","Ytterbium","367300","300"
"70","Yb XXXIV","+33","Ytterbium","366100","300"
"70","Yb XXXV","+34","Ytterbium","364700","300"
